Name,Gender,Date,College,Tier,ClassID,OverallScore,Helpfulness,Lod,Clarity,Quality,TakeAgain,TeacherGrade,Tag,Polarity,Subjectivity,CommentNumber,Comment
Vladimir Oliker,M,8/23/06,Emory University,3,MATH212,1.5,1,4,2,poor,N/A,N/A,[],-0.42,0.73,9,"Awkward to understand.  Goes entirely by textbook; doesn't explain anything well at all.  Terrible at office hours. Changed his test methods from online to paper, which he questions about 5 - 6 questions per test.  This makes it ridiculously hard to get an A as getting one question wrong will bring you down to about mid-80s."
Vladimir Oliker,M,5/13/05,Emory University,3,MATH211,1.5,1,2,2,poor,N/A,N/A,[],-0.2,0.75,9,"the class is pretty much worthless. he's lazy and does all the tests and HW online. Basically, you learn how to take the tests rather than actual material."
Ken Ono,M,10/26/15,Emory University,3,MATH250,2.5,3,4,2,average,N/A,N/A,"['Participation matters', ""Skip class? You won't pass.""]",0.13,0.79,14,"Extremely egotistical. Does not go by textbook. For Math 250, expect more than 2 pages of notes full of definitions, theorems, and proofs (honestly don't know which is worse) for every class.  All of which you have to not only understand but also memorize verbatim in order to do well in the tests. Attendance is not mandatory but crucial. "
Ken Ono,M,1/16/15,Emory University,3,250,5,5,3,5,awesome,N/A,A,"['Clear grading criteria', 'Respected', 'Inspirational']",1,0.3,14,The best!
Ken Ono,M,12/27/14,Emory University,3,MATH328,5,5,4,5,awesome,Yes,N/A,['Respected'],0.31,0.67,14,"Ken Ono is a gem! He really pushes his students to think differently. He will stretch you and make you work hard, but ultimately it will be very rewarding and well worth it. His tests are fair. If you master the HW and lecture notes, you will get perfect scores on his tests. If you are  passionate about math, Ono will fuel that passion even more! "
Ken Ono,M,5/8/14,Emory University,3,MATH250,5,5,3,5,awesome,N/A,N/A,[],0.34,0.6,14,"Ono is an incredible professor. He explains mathematical concepts in a crystal clear way and teaches you to think creatively to solve problems. He's also funny, energetic, and very personable. The homework is challenging and engaging and will push you to your limits mathematically. The tests, however, are fairly easy if you understand the homework."
Ken Ono,M,5/3/14,Emory University,3,250,3.5,3,4,4,good,N/A,N/A,[],0.37,0.48,14,egotistical but an overall pleasant guy.
Ken Ono,M,5/2/14,Emory University,3,MATH250,5,5,3,5,awesome,N/A,N/A,[],0.49,0.65,14,Ken Ono is the best math professor I have ever had. He has unparalleled enthusiasm for mathematics. He taught me how to think abstractly and creatively about math. Any amazing professor who nurtures intellectual growth in his students. He is also very personable and funny!
Ken Ono,M,5/5/13,Emory University,3,MATH250,5,5,3,5,awesome,N/A,N/A,[],1,0.75,14,Great instructor!
Ken Ono,M,5/8/12,Emory University,3,MATH250,5,5,3,5,awesome,N/A,N/A,[],0.35,0.4,14,"Dr. Ono has got to be one of the best professors I've had so far.  Keeps class fun and relaxed, and we actually learned something."
Ken Ono,M,1/19/09,Emory University,3,MATH461,5,5,3,5,awesome,N/A,N/A,[],1,0.53,14,Best math professor I've had. Great!
Ken Ono,M,6/22/07,Emory University,3,MATHALG,5,5,3,5,awesome,N/A,N/A,[],0.8,0.75,14,The professor is great. Take him if you can.
Ken Ono,M,3/16/07,Emory University,3,MATH441,5,5,4,5,awesome,N/A,N/A,[],0.6,0.82,14,He is very enthusiastic. A great guy...UW is lucky to have someone so briliant and entertaining.
Ken Ono,M,3/2/07,Emory University,3,MATH441,5,5,3,5,awesome,N/A,N/A,[],0,0,14,No Comments
Ken Ono,M,1/9/07,Emory University,3,MATHMATH,5,5,3,5,awesome,N/A,N/A,[],0,0,14,No Comments
Ken Ono,M,8/2/06,Emory University,3,MATH567,4,3,3,5,good,N/A,N/A,[],0,0,14,No Comments
Vojtech Rodl,M,5/19/18,Emory University,3,MATH112,5,5,4,5,awesome,Yes,A,"['Caring', 'Accessible outside class', 'Gives good feedback']",0.12,0.45,23,"Dr. Rodl is the nicest and most understanding professor I have ever had. He loves his students and cares about them learning math before he ever considers a numerical grade. He has lots of assessments to balance your grade out, and is always encouraging people to stop by his office for any additionally help. He is selfless and humble. Take Rodl!"
Vojtech Rodl,M,5/10/18,Emory University,3,MATH112Z,5,5,3,5,awesome,Yes,A,"['Lots of homework', 'Accessible outside class', 'Caring']",0.57,0.82,23,"He's an incredibly kind and invested professor. He cares about his students and their performance, and he would make time for impromptu meetings/study sessions before exams. Lectures are easy to follow if you read the book before class, and his exams are always very fair. Just make sure to put in the work and you'll do fine."
Vojtech Rodl,M,2/25/18,Emory University,3,MATH112Z,4,4,3,4,good,Yes,N/A,"['Lots of homework', 'Caring', 'Accessible outside class']",-0.03,0.77,23,"I finally met with Dr. Rodl at the end of the semester and he was the sweetest person. He met with me leading up to the final to help me study. If you're struggling like I was, just meet with him. I'd definitely take again just because he's so nice. Only negative: in-class examples could feel random, but if you follow the book it will make sense."
Vojtech Rodl,M,3/1/17,Emory University,3,112Z,2,2,4,2,poor,No,N/A,['Lots of homework'],-0.01,0.53,23,"Rodl's a nice guy but very difficult to understand. You actually get past his accent quite quickly, however, it is very difficult for him to actually impart the concepts. Most students learned the material online or through tutors. If you expect him to let you try examples in class, think again. He simply will talk about a problem and then move on."
Vojtech Rodl,M,11/16/16,Emory University,3,MATH112Z,2,2,4,2,poor,No,WD,"['Test heavy', 'Respected', 'Lots of homework']",0.06,0.63,23,"I thought Prof. Rodl was extremely difficult to understand. Even after becoming accustomed to his heavy accent, I struggled to understand what he was saying. He has too many TAs, which I think distances him from the class, preventing a true student to teacher relationship. To do well, you must work hard and have a natural inclination towards math."
Vojtech Rodl,M,2/10/16,Emory University,3,MATH112Z,4.5,5,3,4,awesome,Yes,A-,"['Lots of homework', 'EXTRA CREDIT']",0.51,0.64,23,Very good professor. I took him for Math112z. Relatively easy. Very approachable.
Vojtech Rodl,M,12/15/15,Emory University,3,MATH112Z,5,5,3,5,awesome,Yes,A,"['Caring', 'Lots of homework']",0.27,0.7,23,"Dr. Rodl is an amazing math teacher. He is one of the most humble people I have ever met, especially considering all that he has achieved (look him up on Wikipedia). He is so intelligent and really cares about his students. The class will consist of 2 quizzes, 2 exams, a final exam, and then homework assignments.  "
Vojtech Rodl,M,12/11/15,Emory University,3,MATH112Z,3,3,3,3,average,N/A,N/A,"['Clear grading criteria', 'Lots of homework']",0.29,0.74,23,"He's a very nice guy, but I personally found him very difficult to understand sometimes. His tests and quizzes are pretty fair, but make sure to ask for help if you're struggling. He is very helpful in office hours, and getting to know him better can be helpful. Don't take if you're not a morning person. "
Vojtech Rodl,M,12/11/15,Emory University,3,MATH112Z,3,4,2,2,average,N/A,A,"['Lots of homework', 'Caring']",-0.05,0.4,23,"I didn't show up to a lot of classes. The homework is long, but mandatory. He isn't trying to trick you. "
Vojtech Rodl,M,12/8/15,Emory University,3,MATH112Z,4,4,4,4,good,N/A,N/A,"['Lots of homework', 'Respected', 'Gives good feedback']",0.43,0.61,23,He is by far the best Math professor I have had so far. He is super enthusiastic about his material and is willing to dedicate time to students (even on Sundays). Dr. Rodl is also very understanding and trys his best to help students overcome any difficulties. Very approachable. Take him if you can! He truly is an asset to Emory University!
Vojtech Rodl,M,12/6/15,Emory University,3,MATH112Z,3.5,4,1,3,good,Yes,A,"['Lecture heavy', 'EXTRA CREDIT']",-0.07,0.67,23,"He is really funny. Test, quizzes, are not hard at all as long as you understand the homework he gives you. Attendance is not mandatory. It is very difficult to get below B+ as long as you do the homework. "
Vojtech Rodl,M,4/11/15,Emory University,3,112Z,4.5,5,3,4,awesome,Yes,A+,"['Respected', 'Caring']",0.23,0.64,23,"I highly recommend Rodl because he was a great professor. While some of the material in Calc II was difficult, he was always super nice and ready to help. Tests were clear and straightforward, very similar to the homework assignments. If you do the work and put in the effort, there's no reason why you should get below a B+."
Vojtech Rodl,M,1/14/15,Emory University,3,MATH112Z,4.5,5,4,4,awesome,N/A,A-,"['Respected', 'Hilarious']",0.3,0.47,23,Dr. Rodl is one of the most distinguished faculty members at Emory. His Calc II class is reasonable with a fair amount of homework and a few quizzes plus two midterms. He'll tell you exactly what to study and he admits that he hates giving out anything below a B. Take the class!
Vojtech Rodl,M,12/15/14,Emory University,3,MATH112Z,5,5,2,5,awesome,N/A,N/A,"['Tough grader', 'Respected']",0.38,0.5,23,"Professor Rodl is perhaps the best math professor I've ever met. He's so helpful and nice, and there's not many tests as well. Attendance is not mandatory but it's just better if you show up because he really explains everything clearly although it's on text book. Love him. "
Vojtech Rodl,M,12/5/14,Emory University,3,MATH112Z,4.5,5,2,4,awesome,N/A,N/A,"['Hilarious', 'Caring']",0.34,0.73,23,Best professor I could have possibly had for this class. He's extremely helpful and always willing to work with you. I was struggling with the class in the beginning because I'm not that strong in math but I was able to pull up my grade in the end. Often asks for the class's opinion on how he should weigh grades. AKA take his class.
Vojtech Rodl,M,11/14/14,Emory University,3,7289,4.5,5,2,4,awesome,Yes,A,"['Caring', 'EXTRA CREDIT']",0.16,0.5,23,"Literally the cutest foreign old man. ""You've got to massage the equation a little, give it some vitamins."" I thought the class was very manageable and fair. He says he only likes to give out As and Bs and a few Cs and will boost up grades to make sure that happens. I never bought the book and I was fine because he posts the hw online."
Vojtech Rodl,M,1/13/14,Emory University,3,MATH112Z,4,4,2,4,good,N/A,N/A,[],0.36,0.62,23,"Best math professor I've ever had. He is so interested in his work, and you can tell he loves teaching. Tests are not that bad, and he is very fair."
Vojtech Rodl,M,12/18/13,Emory University,3,MATH112Z,4,4,2,4,good,N/A,N/A,[],0.42,0.57,23,"He is humorous and very generous in terms of HW flexibility and grading. Overall, he is an awesome professor."
Vojtech Rodl,M,10/24/13,Emory University,3,MATH212Z,3.5,4,3,3,good,N/A,B,[],0.04,0.78,23,"Dr. Rodl is a very nice professor! He is funny in a quirky, awkward way. He is hard to understand sometimes and can sometimes only explain something in one way. He will always try to help you and he is not a harsh grader. Calculus II is hard for me, but I really like Professor Rodl."
Vojtech Rodl,M,5/20/13,Emory University,3,MATH112Z,4.5,5,2,4,awesome,N/A,N/A,[],0.11,0.48,23,"Dr Rodl is really big in his field of mathematics, and we're lucky to have a guy like him teach us calc 2. His english is a little shaky, but you get used to it in a couple of weeks. His approach to teaching new concepts is very effective.  Tests are fairly easy, and he's really helpful and humble. Take this class with him!"
Vojtech Rodl,M,12/4/12,Emory University,3,MATH112Z,4.5,5,2,4,awesome,N/A,N/A,[],0.2,0.43,23,"Professor Rodl is a great professor. He teaches well and is always willing to make time for students outside of class. He really wants everyone to do well so as long as you go to class and do your homework, getting an A shouldn't be a problem. I would definitely recommend him!"
Vojtech Rodl,M,2/1/12,Emory University,3,MATH112Z,4,5,3,3,good,N/A,N/A,[],0.87,0.78,23,"Great Teacher! Very fair to all his students. Go to his classes, take notes, go for help if you need it, and there's no reason for you not to get a good grade."
Vojtech Rodl,M,8/10/07,Emory University,3,MATH112Z,3.5,4,4,3,good,N/A,N/A,[],0.12,0.49,23,"Professor Rodl is a pretty fun guy.  His English is a bit shaky and he sometimes has to search for his words, but overall he's pretty easy to understand and his class is about as hard as you'd expect it to be for a college calculus class.  If you do the work and study, you'll be fine. Plus, he's always willing to give extra help and work with you."
Suresh Venapally,M,3/17/14,Emory University,3,MATH221,5,5,2,5,awesome,N/A,A-,[],0.03,0.54,1,"He will insist you call him Suresh--very approachable man. His accent can be difficult to understand at times, but is otherwise a very clear and thorough lecturer and is available after class--just do the homework, don't blow it off, he takes very similar questions and puts them on the exams. The midterm and first half of Final are nearly identical"
Alessandro Veneziani,M,5/12/18,Emory University,3,MATH351,5,5,3,5,awesome,Yes,N/A,"['Inspirational', 'Caring', 'Gives good feedback']",0.9,0.75,18,Great class and great professor!
Alessandro Veneziani,M,4/27/18,Emory University,3,MATH351,5,5,4,5,awesome,Yes,N/A,"['Accessible outside class', 'Gives good feedback', 'Caring']",-0.02,0.68,18,"The material is difficult, but Dr. Veneziani is very helpful. He answers questions in office hours or over email, and is willing to help you until you understand the material."
Alessandro Veneziani,M,4/27/18,Emory University,3,MATH352,5,5,4,5,awesome,Yes,N/A,"['Gives good feedback', 'Accessible outside class']",0.22,0.55,18,He is passionate about PDEs and the projects were interesting. He is very helpful during office hours and will take the time to explain things until you understand it.
Alessandro Veneziani,M,3/6/18,Emory University,3,MATH351,5,5,3,5,awesome,Yes,N/A,"['Caring', 'Lecture heavy', 'Inspirational']",0.19,0.61,18,"He's hella nice and approachable. Anyone who says otherwise is bitter math can be challenging. He puts forth a concerted effort and expects the same. He only wants his students to actually understand the math behind solving a problem. Go figure. He can get carried away by ideas in his lectures, but that's the price for taking a brilliant prof."
Alessandro Veneziani,M,1/1/18,Emory University,3,MATH351,5,5,4,5,awesome,Yes,A,"['Accessible outside class', 'Tough grader']",0.14,0.6,18,"Professor Veneziani is great. His class isn't easy by any means, but if you show up, pay attention, and study the examples and notes carefully you should be okay. The complaint that he is mean or unapproachable is (in my experience) completely false. He's very friendly and always willing to meet with students outside of class."
Alessandro Veneziani,M,11/15/17,Emory University,3,MATH351,1,1,4,1,awful,No,C+,"['Get ready to read', 'Graded by few things', 'Lecture heavy']",0.02,0.5,18,If you want to learn get ready to read the book 5 times and look up other college courses on the material because he cannot teach worth anything. Doesn't care for teaching is only here for the research opportunity. The material isn't too hard if you've taken some 200 level physics classes but if not you're out of luck.
Alessandro Veneziani,M,10/25/17,Emory University,3,MATH351,5,5,4,5,awesome,Yes,N/A,"['EXTRA CREDIT', 'Caring', 'Inspirational']",0.29,0.46,18,"Professor Veneziani is very passionate about (applied) math, and he wants his student to get to deeply know math and its applications. He brings up real-world problems in class and offers the possibility to work on interesting projects. If you pay attention in class, you'll do great!"
Alessandro Veneziani,M,8/3/16,Emory University,3,MATH351,3,3,4,3,average,Yes,B+,['Lecture heavy'],0.47,0.65,18,"There was a good amount of work, however it is curved quite a bit. If you put forth the effort you can definitely get an A. If you have a good understanding of math, then his lectures will make sense but you have make sure you are always paying attention during his lectures."
Alessandro Veneziani,M,7/9/15,Emory University,3,MATH351,4.5,5,5,4,awesome,Yes,B,"['Inspirational', 'Caring']",0.8,1,18,Dr. V was an awesome professor! You should go to his office to speak to him 1 on 1. He's really a nice guy he just seems unapproachable. I took his class for 351 and 352 in 2013 and 2014.
Alessandro Veneziani,M,5/3/15,Emory University,3,MATH351,1,1,5,1,awful,N/A,N/A,['Tough grader'],-0.43,0.74,18,"This is the worst professor I have ever had at Emory University. Seriously, Emory just ruins the reputation because of professor like this. extremely rude to students, unclear notes and lecture, there is even no textbook and he expects us to understand all the materials with his stupid notes.  HW1 was graded before final. Hehe...."
Alessandro Veneziani,M,12/10/14,Emory University,3,MATH352,1,1,5,1,awful,N/A,N/A,['Lecture heavy'],-0.19,0.76,18,Terrible professor and very unorganized. Would send PDFs and sample problems the night before the exam. His self-written pdf is terrible and full of mistakes. His lectures are unclear. Had to teach myself all the material. Gave example of new material the night before the final exam. Avoid if possible. 
Alessandro Veneziani,M,5/5/14,Emory University,3,MATH351,1,1,5,1,awful,N/A,N/A,[],-0.08,0.7,18,"He's rude to students and has no sympathy for people who can't understand his already incomprehensible notes.  He gives students example problems only the night before exams or quizzes.  Whatever you do, do not take this professor.  Drop your major if you have to."
Alessandro Veneziani,M,3/18/14,Emory University,3,MATH351,1.5,2,5,1,poor,N/A,N/A,[],-0.32,0.78,18,"His explanations are almost incomprehensible, and he teaches from a self-written PDF file with difficult-to-follow reasoning and very few examples. His lectures are difficult. Despite those things, his exams are easier than one would think, though still difficult. Avoid his class, if possible."
Alessandro Veneziani,M,1/10/14,Emory University,3,MATH351,1,1,5,1,awful,N/A,B-,[],-0.34,0.61,18,"Hard as hell, and he's so mean that no one likes him!"
Alessandro Veneziani,M,2/11/13,Emory University,3,MATH351,1,1,1,1,awful,N/A,N/A,[],-0.16,0.66,18,"Horrible at explaining anything using english. Horrible teacher. Extremely hard material. But he understands all this so he makes the tests easy - if you can just learn all the basics of the class, you will do just fine. Hard material, easy class."
Alessandro Veneziani,M,12/18/12,Emory University,3,MATH351,1,1,5,1,awful,N/A,N/A,[],0.2,0.3,18,very unapproachable.
Alessandro Veneziani,M,12/18/12,Emory University,3,MATH351,1,1,5,1,awful,N/A,N/A,[],-0.51,0.68,18,"He is simply mean. If you get a bad grade, he would do nothing but insult."
Alessandro Veneziani,M,12/13/12,Emory University,3,MATH351,1,1,5,1,awful,N/A,N/A,[],-0.12,1,18,He is extremely unfriendly. avoid him if you can
Shanshuang Yang,M,12/11/16,Emory University,3,MATH112,4,4,5,4,good,No,N/A,['Lots of homework'],0.21,0.47,2,"He really does try hard to be a good lecturer, and is extremely intelligent, but as someone who had no previous AP/IB background in calc 2, I found his lectures hard to understand.  Notes are somewhat insufficient at covering the topics. A more thorough review over essential calc 1 stuff (u-sub, limits, etc.) would have been helpful for us."
Shanshuang Yang,M,12/31/13,Emory University,3,MATH112Z,4.5,4,3,5,awesome,N/A,B-,[],0.09,0.61,2,Very clear explanations. He is highly efficient in class and moves quickly. 1-3 question quizzes are given every week with 2 midterms and a final. His tests are somewhat difficult but certainly manageable. I had to work through the homework problems twice in order to really do well on them. Would highly recommend.
John Duncan,M,1/14/19,Emory University,3,MATH275,1,1,5,1,awful,No,N/A,"['Get ready to read', 'Lots of homework']",-0.14,0.54,4,Worst math class I've ever taken. If you have a chance to take Duncan - don't. He is super uninterested in actually teaching and simply does examples and definitions STRAIGHT from the textbook. Homework takes approx. 20 hours a week because you'll be confused on how to start problems and still won't learn how to do it. Take reg. lin algebra &amp; multi
John Duncan,M,1/27/17,Emory University,3,MATH250,5,5,4,5,awesome,Yes,N/A,['Gives good feedback'],0.31,0.39,4,Interesting class! He answered questions clearly and office hours were very helpful.
John Duncan,M,8/3/16,Emory University,3,MATH321,5,5,2,5,awesome,Yes,A,"['Lots of homework', 'Caring', 'Participation matters']",0.11,0.62,4,Really solid professor. The homework assignments were quite long and tedious but the class was very enjoyable. Tests were too easy.
John Duncan,M,5/15/16,Emory University,3,MATH321,5,5,3,5,awesome,Yes,N/A,[],0.62,0.45,4,Dr. Duncan is a very enthusiastic lecturer and he genuinely cares about the success of his students. One of Emory's best math professors!
Robert Roth,M,4/25/19,Emory University,3,MATH250,1,1,2,1,awful,No,A,['Tough grader'],0.05,0.6,25,"Unimaginably rude. When you ask him why your answer is wrong, all he could is to repeat his correct answer. When you want to tell him your thought about your answer in order to get a more specific explanation, he would consider you are not listening to him and not showing respect to him, and repeat his OWN answer again. Never ever seen such prof."
Robert Roth,M,12/26/18,Emory University,3,MATH250,2,2,4,2,poor,No,B,"['Tough grader', ""Skip class? You won't pass."", 'EXTRA CREDIT']",0.05,0.57,25,"Nice enough when he gets to know you in office hours, but a grumpy and rude professor otherwise. His midterms and exams are 50% the word-for-word definitions that he gives in class (book definitions will not be accepted), which he does not tell students. He holds limited office hours and the grade is determined almost entirely by midterms/final."
Robert Roth,M,11/3/18,Emory University,3,MATH250346,1,1,1,1,awful,No,N/A,[],0.21,0.65,25,"He graded the exams very unreasonably. You cannot reason with him because his answer is the only right answer. He won't look the specifics of your answer and give you any feedback. The only thing he is capable of doing is regurgitating his OWN solution, word to word, from the very beginning."
Robert Roth,M,10/31/18,Emory University,3,MATH250,1,1,2,1,awful,No,N/A,['Tough grader'],-0.76,0.78,25,He is very rude and egocentric. He has problem explaining problems to students. Avoid!!!
Robert Roth,M,4/17/18,Emory University,3,MATH250,4,4,3,4,good,Yes,N/A,"['Gives good feedback', 'Clear grading criteria', 'Accessible outside class']",0.14,0.59,25,"He seems like a mean professor at first sight, but when you actually take the full course, you realize he's actually a really nice person. His tests are difficult and might have problems you never saw before, but I think he's the best Math250 prof in Emory. He's also very thorough at explaining everything. (sometimes excessively!)"
Robert Roth,M,9/22/17,Emory University,3,MATH250,5,5,3,5,awesome,Yes,N/A,"['Caring', 'Respected', 'Inspirational']",0.42,0.51,25,Dr. Roth is one of the kindest and most patient professors. I had him fifteen years ago and the dedication and love he shows outside of the classroom make him a standout professor. He is a great person and a true and genuine soul.
Robert Roth,M,8/30/17,Emory University,3,MATH250,5,5,4,5,awesome,Yes,A,"['Inspirational', 'Caring', 'Amazing lectures']",0.27,0.78,25,"Took 250 with Dr. Roth, absolutely love him. Sure the tests can be a little difficult, but he is approachable out side class and also a fair grader. He is also very friendly and he cares about his students. He is also a huge sports fan (you'll know when you go to his office hours). Def will take him again."
Robert Roth,M,7/20/17,Emory University,3,MATH211,1,1,5,1,awful,No,D+,"['Lecture heavy', 'Graded by few things', 'Tough grader']",0.24,0.59,25,Dr. Roth is hit or miss for students. He expects hard math sets to be done each week AND  for you to memorize the dry in-class lecture notes. His presentation style is  monotone and he can be arrogant and tactless in his office hours if he is cracky due to his health issues. Most of my classmates dreaded his class for good reason. Chose him wisely.
Robert Roth,M,1/10/17,Emory University,3,MATH221,5,5,4,5,awesome,Yes,A,"['Lecture heavy', ""Skip class? You won't pass."", 'Respected']",0.35,0.61,25,"Not sure how people can complain about Dr. Roth. I am convinced that anyone who has a problem with him is at fault. He is actually a very nice guy and a great professor. Albeit, I do get the feeling that he doesn't like slackers too much, so avoid if you are one of those who skips class and doesnt really take notes. Otherwise, fully recommend."
Robert Roth,M,8/23/16,Emory University,3,MATH250,1,1,4,1,awful,No,N/A,['Lecture heavy'],-0.57,0.93,25,AVOID. He was the worst professor I've had in the math department. very rude. His exams are ridiculous and you should stay away from his class
Robert Roth,M,4/29/16,Emory University,3,MATH221,5,5,4,5,awesome,N/A,A+,"['Caring', 'EXTRA CREDIT', ""Skip class? You won't pass.""]",0.18,0.53,25,"Great professor... really cares about students and loves teaching. If you do the work, you will get an A and he will like you. If you do not do the work, you will not get an A and he will not like you. Just go to class, don't ask bad questions, and follow rules and you'll be fine."
Robert Roth,M,1/8/16,Emory University,3,MATH250,4.5,5,4,4,awesome,N/A,N/A,"['Caring', 'Respected', 'Gives good feedback']",0.53,0.47,25,"Great professor, really cares about his students!"
Robert Roth,M,3/27/14,Emory University,3,MATH211,4.5,5,4,4,awesome,N/A,B+,[],0.18,0.43,25,"Dr. Roth is a great professor. Albeit his lectures are a little dry and he does make you memorize a lot of thms and defs. But he is very approachable in office hours and is a big sports fan. He really cares about his students, and is definitely one of the better math teachers in the dept."
Robert Roth,M,1/23/14,Emory University,3,MATH221,4.5,4,3,5,awesome,N/A,A,[],0.28,0.46,25,"Dr. Roth may not be the warmest person, but he is definitely a solid teacher. He explains concepts very clearly and thoroughly, and goes through proofs, which is awesome if you're interested in mathematics. He offers extra credit with challenging bonus questions. My one warning is that he does make you memorize definitions verbatim."
Robert Roth,M,12/20/13,Emory University,3,MATH250,5,5,2,5,awesome,N/A,A,[],0,0.12,25,Take the course if you like exploring the basic world of math.
Robert Roth,M,11/21/13,Emory University,3,LIN221,3.5,4,3,3,good,N/A,N/A,[],-0.04,0.58,25,"I will tell you the truth about Dr. Roth. Many will say he is abrasive, but he is just a human being. Unfortunately, his teaching method is quite heavy on definitions and proofs. The arithmetic part of Lin Algebra is easy but sometimes the actual concepts can be difficult for math noobs. If you do not like thinking, this class ain't for you."
Robert Roth,M,5/9/13,Emory University,3,DISCRETE,5,5,3,5,awesome,N/A,N/A,[],0.51,0.7,25,Wicked smart and great if you ask him questions
Robert Roth,M,5/7/13,Emory University,3,221,1,1,5,1,awful,N/A,N/A,[],0,0,25,avoid
Robert Roth,M,4/26/13,Emory University,3,MATH221,1,1,3,1,awful,N/A,N/A,[],-0.1,0.34,25,"I have taken his linear algebra class. He is not helpful at all. He is very rude and unfriendly. He never talks about any actual knowledge. You have to memorize all the concepts word to word. Otherwise, you will lose tons of scores in his tests. I would rather call it a english class instead of math. Definitely should avoid. Never never take him!!!"
Robert Roth,M,5/30/12,Emory University,3,MATH221,5,5,3,5,awesome,N/A,N/A,[],0.39,0.54,25,"I liked Dr. Roth's class. He was very good at explaining things and his notes are very clear.  Yes, there is a bit of memorization but if you do the homework problems his tests are VERY straightforward.  Some say he's unfriendly, but he's actually quite reasonable about things if you just go and talk to him."
Robert Roth,M,5/6/11,Emory University,3,MATH250,1.5,1,4,2,poor,N/A,N/A,[],-0.66,0.92,25,"Horrible Professor. Took him for 250, and I didn't learn a thing. Take anyone else. He is extremely rude, boring, and the final is horrible."
Robert Roth,M,1/6/09,Emory University,3,MATH221,3.5,3,4,4,good,N/A,N/A,[],0.5,0.5,25,He makes you memorize many definitions for exams and expects you to know them word for word.
Robert Roth,M,1/23/07,Emory University,3,MATH221,4.5,4,4,5,awesome,N/A,N/A,[],0.05,0.32,25,"Very clear about notes, which was very convenient. Tests half on definitions and theorems (need to be memorized word-for-word)."
Robert Roth,M,12/26/04,Emory University,3,MATH250324,4.5,4,3,5,awesome,N/A,N/A,[],0.38,0.59,25,He doesn't dislike students who arn't good at math just ones that ask a lot of questions during class (and can be mean about it). He will happily meet you during office hrs and is very helpful during that time. Also he's particular about the notes he writes on the board so you can take good notes.
Robert Roth,M,12/8/04,Emory University,3,MATH109,1.5,1,4,2,poor,N/A,N/A,[],-0.12,0.68,25,"Frustrating professor. He does not handle students who are bad at math very well. The class appears to be an easy Math GER, but it is not at all."
David Zureick-Brown,M,9/23/18,Emory University,3,MATH250,5,5,3,5,awesome,Yes,A-,"['Caring', 'Accessible outside class', 'Clear grading criteria']",0.5,0.63,7,"Really awesome guy, genuinely cares about his students. Homework can be tough at first since it's a rigorous course, but fantastic office hours, a generous re-write policy, and straightforward exams more than make up for it. Easily one of the best profs I've had at Emory. The TA was great too!"
David Zureick-Brown,M,5/15/15,Emory University,3,MATH422,4.5,5,3,4,awesome,Yes,N/A,"['Lots of homework', 'Caring']",0.56,0.7,7,"DZB is a great professor. Chill exams, clear explanations, cares about students learning. Gives lots of HW though. He is an EXCELLENT advisor for math majors. He's also a super chill dude."
David Zureick-Brown,M,12/27/14,Emory University,3,MATH422,3,4,4,2,average,N/A,N/A,"['Tough grader', 'Lecture heavy']",0.27,0.47,7,DZB is very dedicated to his students and wants to see them be successful. His lectures were sometimes unclear and did not always lead you to the best way to think about the material. HW assignments were VERY long and graded harshly. Exams were similar to HW but shorter in length. 
David Zureick-Brown,M,1/7/13,Emory University,3,MATH250,4.5,4,2,5,awesome,N/A,N/A,[],0.22,0.8,7,"His class was not that difficult, and he was a very fair grader.  He was incredibly energetic, and on the rare times he wasn't clear during the lecture you could ask him questions at any time. We could even stop him mid-sentence with questions.  He was also the only math prof I've had that did practice worksheets in class so we could ask questions."
David Zureick-Brown,M,5/29/12,Emory University,3,MATH250,2.5,2,5,3,average,N/A,N/A,[],0.34,0.71,7,"He's a really nice guy, but his class is really, really hard. My math and cumulative GPA was wrecked from this class. If you want to learn the material, take him. If you want a good grade, avoid at all costs."
David Zureick-Brown,M,4/18/12,Emory University,3,MATH221,4,4,3,4,good,N/A,N/A,[],0.39,0.5,7,"DZB is really helpful and very enthusiastic about the material, which I found very helpful when taking his class."
David Zureick-Brown,M,12/20/11,Emory University,3,MATH250,3,3,5,3,average,N/A,N/A,[],0.15,0.64,7,"Nice guy, but really hard class. I'd take another prof unless you're a pure math major."
Hao Huang,M,12/12/16,Emory University,3,MATH346,4,4,5,4,good,Yes,B+,"['Lecture heavy', 'Accessible outside class', 'Clear grading criteria']",0.18,0.61,3,"Dr. Huang is very approachable, he is willing to help whenever I have questions. Also he answers really fast and with clear logic. To be honest his lecture is really heavy, so you'd better not skip his class. His tests are all cumulative, though it's a little tough. But basically his tests are very fair as long as you can do the homework questions"
Hao Huang,M,12/12/16,Emory University,3,MATH346,4,4,4,4,good,Yes,N/A,"['Gives good feedback', 'Accessible outside class', 'Respected']",0.23,0.34,3,"He is a Chinese Professor, but very smart. Be sure to attend his lectures and the examples are very useful to understand the concepts. Textbooks helps after lectures and office hours are helpful whenever you have questions. If you really want to learn something rather than get a credit, solid professor!"
